source_taxon	source_taxon_name	kingdom	avg_mapq	precision	precision_mapq_at_least_30
1415603	Chlorella sp. ArM0029B	Plants	39.598	0.991	1.000
216820	Cyclophora tenuis	Protists	39.600	1.000	1.000
1617101	Crepidotus sp. BD-2015	Fungi	39.606	1.000	1.000
80383	Memnoniella echinata	Fungi	39.607	0.998	1.000
166479	Homolaphlyctis polyrhiza JEL 142	Fungi	39.612	1.000	1.000
2065263	Procambarus virginalis	Metazoa	39.613	0.996	1.000
294747	Candida tropicalis MYA-3404	Fungi	39.614	0.997	1.000
1884262	Aspergillus cejpii	Fungi	39.618	1.000	1.000
1095630	Hyaloscypha bicolor E	Fungi	39.621	0.996	1.000
317513	Parhyale hawaiensis	Metazoa	39.621	1.000	1.000
619300	Spathaspora passalidarum NRRL Y-27907	Fungi	39.624	0.997	1.000
1162309	Pleosporales sp. UM 1110	Fungi	39.625	0.994	1.000
1492817	Colponema vietnamica	Protists	39.625	1.000	1.000
1380851	Lutraria rhynchaena	Metazoa	39.627	1.000	1.000
7222	Drosophila grimshawi	Metazoa	39.627	0.995	1.000
1328758	Lentinus tigrinus ALCF2SS1-7	Fungi	39.631	0.991	1.000
117174	Ustilago tritici	Fungi	39.632	0.998	1.000
1196395	Peterozyma toletana	Fungi	39.636	1.000	1.000
426623	Chaetoceros affinis	Protists	39.638	1.000	1.000
200334	Torulaspora maleeae	Fungi	39.640	1.000	1.000
158587	Argopecten irradians irradians	Metazoa	39.640	1.000	1.000
1735744	Stramenopiles sp. TOSAG41-1	Protists	39.641	1.000	1.000
2202635	unclassified Chloroidium	Plants	39.641	1.000	1.000
44941	Gigaspora rosea	Fungi	39.648	1.000	1.000
382647	Kazachstania siamensis	Fungi	39.648	0.997	1.000
268505	Ophiocordyceps unilateralis	Fungi	39.650	0.991	1.000
56364	Agrotis ipsilon	Metazoa	39.652	0.997	1.000
2781	Gracilariopsis	Protists	39.655	1.000	1.000
614211	Medauroidea extradentata	Metazoa	39.656	1.000	1.000
517775	Psammoneis japonica	Protists	39.657	1.000	1.000
64459	Pieris rapae	Metazoa	39.658	1.000	1.000
697910	Pseudo-nitzschia arenysensis	Protists	39.658	1.000	1.000
28458	Chlamydomonas sphaeroides	Plants	39.659	0.996	1.000
38833	Micromonas pusilla	Plants	39.667	1.000	1.000
58369	Chondrostereum purpureum	Fungi	39.668	1.000	1.000
205083	Dreissena rostriformis	Metazoa	39.670	1.000	1.000
469304	Thecaphora thlaspeos	Fungi	39.671	1.000	1.000
877506	Claviceps paspali RRC 1481	Fungi	39.674	0.998	1.000
1158138	Thermomyces lanuginosus SSBP	Fungi	39.676	1.000	1.000
1300067	Flammulina velutipes KACC42780	Fungi	39.676	1.000	1.000
470939	Teleogryllus occipitalis	Metazoa	39.678	1.000	1.000
671987	Exserohilum turcica Et28A	Fungi	39.679	1.000	1.000
115425	Cochliomyia hominivorax	Metazoa	39.680	0.992	1.000
1577623	Mochlonyx cinctipes	Metazoa	39.682	1.000	1.000
147331	Suhomyces pyralidae	Fungi	39.682	1.000	1.000
296588	Micromonas bravo	Plants	39.683	0.995	1.000
111643	Alectoria sarmentosa	Fungi	39.683	1.000	1.000
2759	Eukaryota	Protists	39.684	0.990	0.998
928822	Scaptomyza flava	Metazoa	39.684	1.000	1.000
89770	Paraphysomonas bandaiensis	Protists	39.686	1.000	1.000
1171599	Pichia exigua	Fungi	39.687	1.000	1.000
946122	Amanita muscaria Koide BX008	Fungi	39.690	1.000	1.000
487108	[Candida] heveicola	Fungi	39.694	0.997	1.000
1246791	Fabomonas tropica	Protists	39.694	1.000	1.000
1157962	Chlamydomonas eustigma	Plants	39.694	1.000	1.000
1884261	Pterula gracilis	Fungi	39.695	1.000	1.000
650164	Phanerochaete carnosa HHB-10118-sp	Fungi	39.695	1.000	1.000
66581	Hypochthonius rufulus	Metazoa	39.695	1.000	1.000
181123	Austropuccinia psidii	Fungi	39.697	1.000	1.000
1503980	Caenorhabditis latens	Metazoa	39.698	1.000	1.000
149040	Phialocephala scopiformis	Fungi	39.698	1.000	1.000
167374	Xylaria sp. BCC 1067	Fungi	39.700	0.995	1.000
1745343	Pezoloma ericae	Fungi	39.700	1.000	1.000
6182	Schistosoma japonicum	Metazoa	39.701	1.000	1.000
54196	Alloascoidea hylecoeti	Fungi	39.702	1.000	1.000
27987	Cryptosporidium baileyi	Protists	39.703	1.000	1.000
177089	Maconellicoccus hirsutus	Metazoa	39.704	1.000	1.000
322104	Scheffersomyces stipitis CBS 6054	Fungi	39.705	1.000	1.000
1151026	Cladosporium sphaerospermum UM 843	Fungi	39.706	1.000	1.000
39966	Hypsizygus marmoreus	Fungi	39.707	1.000	1.000
1629917	Zasmidium citri-griseum	Fungi	39.709	0.998	1.000
691651	Lerema accius	Metazoa	39.710	0.992	1.000
3077	Chlorella vulgaris	Plants	39.711	1.000	1.000
442651	Hofstenia miamia	Metazoa	39.712	1.000	1.000
139133	Sistotremastrum	Fungi	39.713	1.000	1.000
83788	Cetradonia linearis	Fungi	39.715	0.997	1.000
1136231	Candida orthopsilosis Co 90-125	Fungi	39.717	1.000	1.000
395376	Phallusia fumigata	Metazoa	39.718	1.000	1.000
983967	[Candida] arabinofermentans NRRL YB-2248	Fungi	39.719	1.000	1.000
1245528	Candida maltosa Xu316	Fungi	39.720	1.000	1.000
1838142	Cutaneotrichosporon	Fungi	39.720	0.993	1.000
671144	Wallemia mellicola CBS 633.66	Fungi	39.720	1.000	1.000
794803	Cenococcum geophilum 1.58	Fungi	39.724	0.996	1.000
39843	Ichthyophonus hoferi	Protists	39.724	1.000	1.000
13658	Romanomermis culicivorax	Metazoa	39.725	1.000	1.000
1453877	Acartia fossae	Metazoa	39.726	1.000	1.000
5144	Podospora	Fungi	39.726	1.000	1.000
1357693	Saksenaea oblongispora B3353	Fungi	39.730	1.000	1.000
255215	Grosmannia galeiformis	Fungi	39.730	0.992	1.000
1276585	Phytomonas serpens 9T	Protists	39.733	1.000	1.000
37662	Brettanomyces anomalus	Fungi	39.740	1.000	1.000
2153245	Penicillium sp. MA 6036	Fungi	39.744	0.995	1.000
6669	Daphnia pulex	Metazoa	39.745	0.996	1.000
72559	Sporisorium reilianum f. sp. reilianum	Fungi	39.745	0.996	1.000
54687	Rutstroemia sydowiana	Fungi	39.749	1.000	1.000
1109443	Serendipita indica DSM 11827	Fungi	39.749	1.000	1.000
1223557	Pythium irregulare DAOM BR486	Protists	39.750	0.987	1.000
7368	Haematobia irritans	Metazoa	39.750	1.000	1.000
13368	Brettanomyces custersianus	Fungi	39.754	1.000	1.000
1268270	Cercospora canescens BHU	Fungi	39.755	0.998	1.000
483260	Phenacoccus solenopsis	Metazoa	39.756	1.000	1.000
2283846	Lachnum nothofagi	Fungi	39.757	1.000	1.000
1246581	Paramicrosporidium saccamoebae	Fungi	39.757	1.000	1.000
1967635	Helotiales sp. F229	Fungi	39.758	0.998	1.000
284135	Sarocladium oryzae	Fungi	39.764	1.000	1.000
39455	Alexandrium minutum	Protists	39.765	1.000	1.000
5324	Trametes	Fungi	39.765	1.000	1.000
27923	Mnemiopsis leidyi	Metazoa	39.765	1.000	1.000
1136883	Torulaspora microellipsoides	Fungi	39.765	1.000	1.000
63434	Leptopilina clavipes	Metazoa	39.767	1.000	1.000
64571	Lobosporangium transversale	Fungi	39.769	1.000	1.000
946362	Salpingoeca rosetta	Protists	39.770	1.000	1.000
519963	Elaphomyces granulatus	Fungi	39.771	1.000	1.000
1764295	Chloropicon primus	Plants	39.772	1.000	1.000
1712513	Syncephalis pseudoplumigaleata	Fungi	39.772	1.000	1.000
203904	Hemileia vastatrix	Fungi	39.773	1.000	1.000
1296122	Kwoniella mangroviensis CBS 8507	Fungi	39.775	1.000	1.000
39680	Arthonia radiata	Fungi	39.775	1.000	1.000
683960	Wickerhamomyces anomalus NRRL Y-366-8	Fungi	39.777	1.000	1.000
6421	Hirudo medicinalis	Metazoa	39.778	1.000	1.000
2175974	Albatrellus sp. MG142	Fungi	39.779	1.000	1.000
1924736	Salpingoeca macrocollata	Protists	39.779	1.000	1.000
1408657	Pneumocystis jirovecii RU7	Fungi	39.781	1.000	1.000
2652724	Exaiptasia diaphana	Metazoa	39.781	1.000	1.000
400682	Amphimedon queenslandica	Metazoa	39.784	1.000	1.000
69771	Penicillium decumbens	Fungi	39.785	1.000	1.000
909944	Gliomastix tumulicola	Fungi	39.785	0.998	1.000
6832	Tigriopus californicus	Metazoa	39.785	0.997	1.000
98760	Gloeostereum incarnatum	Fungi	39.786	1.000	1.000
334116	Vanessa tameamea	Metazoa	39.788	1.000	1.000
1003142	Triceratium dubium	Protists	39.789	1.000	1.000
51314	Eimeria brunetti	Protists	39.789	1.000	1.000
3076	Chlorella sorokiniana	Plants	39.790	0.991	1.000
1354741	Papiliotrema laurentii RY1	Fungi	39.790	1.000	1.000
64638	Pleurotus salmoneostramineus	Fungi	39.791	1.000	1.000
1983282	Holacanthella duospinosa	Metazoa	39.791	1.000	1.000
80606	Tricholoma flavovirens	Fungi	39.792	0.994	1.000
1149723	Taxomyces andreanae CBS 279.92	Fungi	39.792	1.000	1.000
225041	Chlamydomonas chlamydogama	Plants	39.793	0.989	1.000
475927	Ramularia coccinea	Fungi	39.793	1.000	1.000
45346	Raffaelea ambrosiae	Fungi	39.793	1.000	1.000
1729975	Caenorhabditis sp. 38 MB-2015	Metazoa	39.794	1.000	1.000
217443	Cotesia vestalis	Metazoa	39.796	1.000	1.000
56187	Coprinus comatus	Fungi	39.798	1.000	1.000
717741	Hyphopichia pseudoburtonii	Fungi	39.798	1.000	1.000
35722	Parasitella parasitica	Fungi	39.798	1.000	1.000
181175	Prillingera fragicola	Fungi	39.801	1.000	1.000
1128425	Fistulina hepatica ATCC 64428	Fungi	39.804	1.000	1.000
5857	Plasmodium fragile	Protists	39.806	0.985	1.000
1081103	Metarhizium album ARSEF 1941	Fungi	39.806	1.000	1.000
489717	Ambrosiozyma vanderkliftii	Fungi	39.806	1.000	1.000
113602	Tricholoma saponaceum	Fungi	39.811	0.994	1.000
156173	Haptolina brevifila	Protists	39.811	1.000	1.000
1037660	Tilletiaria anomala UBC 951	Fungi	39.812	1.000	1.000
1274793	Rhizopus stolonifer B9770	Fungi	39.813	1.000	1.000
121045	Xerocomus impolitus	Fungi	39.815	0.998	1.000
1577624	Eutreta diana	Metazoa	39.815	1.000	1.000
1043005	Aureobasidium subglaciale EXF-2481	Fungi	39.815	0.998	1.000
285811	Pseudopyrenochaeta lycopersici	Fungi	39.815	1.000	1.000
7176	Culex quinquefasciatus	Metazoa	39.816	1.000	1.000
2067060	fungal sp. Mo6-1	Fungi	39.817	0.998	1.000
1449804	Magnusiomyces capitatus CNRMA 12.647	Fungi	39.817	1.000	1.000
321803	Nemopilema nomurai	Metazoa	39.819	1.000	1.000
1294639	Magnusiomyces ingens NRRL Y-17630	Fungi	39.819	0.995	1.000
76776	Malassezia slooffiae	Fungi	39.819	0.996	1.000
5762	Naegleria gruberi	Protists	39.821	1.000	1.000
477319	Dysdera silvatica	Metazoa	39.821	1.000	1.000
554055	Micractinium conductrix	Plants	39.824	1.000	1.000
654496	Thelephora aurantiotincta	Fungi	39.824	1.000	1.000
49327	[Candida] incommunis	Fungi	39.825	1.000	1.000
360150	Grosmannia penicillata	Fungi	39.825	0.995	1.000
796027	Sugiyamaella lignohabitans	Fungi	39.825	1.000	1.000
157292	Ogataea pilisensis	Fungi	39.825	1.000	1.000
378046	Blastobotrys muscicola	Fungi	39.828	1.000	1.000
1295211	Trionymus perrisii	Metazoa	39.829	1.000	1.000
221103	Moniliophthora roreri	Fungi	39.829	1.000	1.000
34638	Galendromus occidentalis	Metazoa	39.830	1.000	1.000
143724	Amphinemura sulcicollis	Metazoa	39.830	1.000	1.000
53656	Pichia nakasei	Fungi	39.830	0.997	1.000
51637	Naegleria lovaniensis	Protists	39.831	1.000	1.000
5327	Trametes hirsuta	Fungi	39.832	1.000	1.000
72032	Thielaviopsis punctulata	Fungi	39.832	1.000	1.000
1703786	Stentor roeselii	Protists	39.833	1.000	1.000
1580213	Xylaria sp. JS573	Fungi	39.834	1.000	1.000
1037531	Periglandula ipomoeae IasaF13	Fungi	39.835	1.000	1.000
123925	Lepista sordida	Fungi	39.837	1.000	1.000
180528	Malassezia nana	Fungi	39.837	1.000	1.000
36909	Citeromyces matritensis	Fungi	39.838	1.000	1.000
1714833	Leucoagaricus sp. SymC.cos	Fungi	39.840	1.000	1.000
3075	Auxenochlorella protothecoides	Plants	39.841	1.000	1.000
45450	Chrysomya rufifacies	Metazoa	39.841	1.000	1.000
124036	Berkeleyomyces basicola	Fungi	39.842	0.998	1.000
237631	Ustilago maydis 521	Fungi	39.844	1.000	1.000
7038	Bemisia tabaci	Metazoa	39.845	1.000	1.000
286112	Meira nashicola	Fungi	39.849	0.995	1.000
1081109	Moelleriella libera RCEF 2490	Fungi	39.849	1.000	1.000
13706	Syncephalastrum racemosum	Fungi	39.849	0.998	1.000
367097	Ophioceras dolichostomum	Fungi	39.850	1.000	1.000
63976	Actias luna	Metazoa	39.851	1.000	1.000
1742605	Salpingoeca dolichothecata	Protists	39.852	1.000	1.000
593785	Eudorina sp. 2006-703-Eu-15	Plants	39.852	1.000	1.000
80570	Albatrellus ellisii	Fungi	39.854	0.997	1.000
77927	Hemiselmis virescens	Protists	39.854	1.000	1.000
765868	Stagonospora sp. SRC1lsM3a	Fungi	39.854	1.000	1.000
653667	Schizosaccharomyces cryophilus OY26	Fungi	39.855	1.000	1.000
2282107	Pyrrhoderma noxium	Fungi	39.855	1.000	1.000
1330018	Calocera viscosa TUFC12733	Fungi	39.856	1.000	1.000
2021029	Didymella segeticola	Fungi	39.856	0.996	1.000
984486	Babjeviella inositovora NRRL Y-12698	Fungi	39.857	1.000	1.000
77044	Rosellinia necatrix	Fungi	39.857	1.000	1.000
13249	Rhodnius prolixus	Metazoa	39.859	1.000	1.000
483707	Raffaelea lauricola	Fungi	39.859	1.000	1.000
418781	Teratosphaeria destructans	Fungi	39.859	0.998	1.000
1531966	Torrubiella hemipterigena	Fungi	39.859	1.000	1.000
460826	Chelonus insularis	Metazoa	39.861	1.000	1.000
1470396	Deakozyma indianensis	Fungi	39.861	1.000	1.000
1588158	Catotricha subobsoleta	Metazoa	39.862	1.000	1.000
933084	Jaapia argillacea MUCL 33604	Fungi	39.862	1.000	1.000
764103	Mixia osmundae IAM 14324	Fungi	39.866	1.000	1.000
182803	Araneus ventricosus	Metazoa	39.870	1.000	1.000
1314783	Daedalea quercina L-15889	Fungi	39.872	1.000	1.000
45537	Diutina catenulata	Fungi	39.872	1.000	1.000
70667	Schistocephalus solidus	Metazoa	39.872	1.000	1.000
1326888	Tortispora starmeri	Fungi	39.873	1.000	1.000
307507	Raphidocelis subcapitata	Plants	39.874	0.991	1.000
80661	Phlebopus portentosus	Fungi	39.877	1.000	1.000
166010	Ditylenchus destructor	Metazoa	39.880	1.000	1.000
58634	Saturnispora saitoi	Fungi	39.880	1.000	1.000
933852	Serendipita vermifera MAFF 305830	Fungi	39.883	1.000	1.000
1337058	Barnettozyma salicaria	Fungi	39.883	1.000	1.000
161013	Thrips palmi	Metazoa	39.884	1.000	1.000
35140	Chrysochromulina	Protists	39.885	1.000	1.000
96499	Barnettozyma hawaiiensis	Fungi	39.885	1.000	1.000
69319	Microplitis demolitor	Metazoa	39.886	1.000	1.000
637853	Gongylonema pulchrum	Metazoa	39.887	1.000	1.000
116150	Pararge aegeria	Metazoa	39.887	1.000	1.000
1280413	Breviolum minutum Mf 1.05b.01	Protists	39.889	1.000	1.000
5963	Stentor coeruleus	Protists	39.890	1.000	1.000
1194607	Diddensiella caesifluorescens	Fungi	39.891	1.000	1.000
1907219	Piptocephalis cylindrospora	Fungi	39.893	1.000	1.000
136180	Acartia tonsa	Metazoa	39.894	1.000	1.000
98765	Phlebia centrifuga	Fungi	39.897	1.000	1.000
535359	Macrocentrus cingulum	Metazoa	39.899	1.000	1.000
142831	Coremiostelium polycephalum	Protists	39.900	1.000	1.000
46634	Aureobasidium melanogenum	Fungi	39.900	1.000	1.000
378051	Blastobotrys peoriensis	Fungi	39.902	1.000	1.000
223818	Malassezia japonica	Fungi	39.903	1.000	1.000
1357682	Syncephalastrum monosporum B8922	Fungi	39.904	1.000	1.000
1408157	Coniochaeta ligniaria NRRL 30616	Fungi	39.904	0.995	1.000
1043627	Hirsutella minnesotensis 3608	Fungi	39.906	0.998	1.000
242159	Ostreococcus sp. 'lucimarinus'	Plants	39.906	1.000	1.000
6579	Pecten maximus	Metazoa	39.907	1.000	1.000
210441	Asterionella formosa	Protists	39.910	1.000	1.000
34485	Entomophthora muscae	Fungi	39.912	1.000	1.000
1160507	Saccharomyces arboricola H-6	Fungi	39.913	0.992	1.000
1620387	Lotmaria passim	Protists	39.913	1.000	1.000
1294127	Lecanicillium fungicola 150-1	Fungi	39.915	1.000	1.000
105714	Pascua guehoae	Fungi	39.916	1.000	1.000
1294638	Magnusiomyces tetraspermus NRRL Y-7288	Fungi	39.916	1.000	1.000
1120120	Subanguina moxae	Metazoa	39.917	1.000	1.000
49332	Groenewaldozyma salmanticensis	Fungi	39.917	1.000	1.000
2301259	Caenorhabditis panamensis	Metazoa	39.917	1.000	1.000
29172	Dictyocaulus viviparus	Metazoa	39.918	1.000	1.000
77166	Dendroctonus ponderosae	Metazoa	39.920	1.000	1.000
195967	Crustomastix stigmatica	Plants	39.920	1.000	1.000
1247836	Starmerella bacillaris	Fungi	39.923	1.000	1.000
43968	Aciculoconidium aculeatum	Fungi	39.925	1.000	1.000
2059436	Byssochlamys sp. BYSS01	Fungi	39.925	1.000	1.000
4829	Absidia glauca	Fungi	39.926	1.000	1.000
33203	Purpureocillium lilacinum	Fungi	39.926	1.000	1.000
1765738	Tomocerus qinae	Metazoa	39.927	1.000	1.000
76130	Coriolopsis trogii	Fungi	39.928	1.000	1.000
1381935	Malassezia equina	Fungi	39.928	1.000	1.000
158046	Phaeomoniella chlamydospora	Fungi	39.931	1.000	1.000
706473	Volvariella volvacea V23	Fungi	39.931	1.000	1.000
984485	Hyphopichia burtonii NRRL Y-1933	Fungi	39.932	1.000	1.000
2559892	Halicephalobus mephisto	Metazoa	39.933	1.000	1.000
1266660	Lachancea dasiensis CBS 10888	Fungi	39.933	1.000	1.000
1654605	Lachancea quebecensis	Fungi	39.935	1.000	1.000
1713842	Trebouxiophyceae sp. KSI-1	Plants	39.936	1.000	1.000
1390368	Takashimella koratensis	Fungi	39.937	1.000	1.000
330961	Pardosa pseudoannulata	Metazoa	39.939	1.000	1.000
556484	Phaeodactylum tricornutum CCAP 1055/1	Protists	39.939	1.000	1.000
273372	Candida metapsilosis	Fungi	39.940	1.000	1.000
2004952	Ophiocordyceps camponoti-rufipedis	Fungi	39.941	0.998	1.000
286706	Halyomorpha halys	Metazoa	39.942	0.997	1.000
39291	Athelia rolfsii	Fungi	39.943	1.000	1.000
765440	Piloderma croceum F 1598	Fungi	39.944	1.000	1.000
1250544	Sphaerosporella brunnea	Fungi	39.946	1.000	1.000
223228	Ferrisia virgata	Metazoa	39.947	1.000	1.000
4852	Cunninghamella	Fungi	39.952	1.000	1.000
944288	Plicaturopsis crispa FD-325 SS-3	Fungi	39.952	1.000	1.000
280036	Sporisorium graminicola	Fungi	39.953	0.998	1.000
2605667	Achatina immaculata	Metazoa	39.954	1.000	1.000
239206	Trametes polyzona	Fungi	39.954	0.997	1.000
46704	Montipora capitata	Metazoa	39.958	1.000	1.000
1037917	Heterostelium multicystogenum	Protists	39.959	1.000	1.000
36026	Ogataea minuta	Fungi	39.960	1.000	1.000
1457511	Amanita polypyramis BW_CC	Fungi	39.966	1.000	1.000
599839	Fibroporia radiculosa	Fungi	39.967	1.000	1.000
1379160	Lignosus rhinocerotis TM02	Fungi	39.968	1.000	1.000
1408163	Rasamsonia emersonii CBS 393.64	Fungi	39.968	1.000	1.000
1447875	Helicocarpus griseus UAMH5409	Fungi	39.970	1.000	1.000
43142	Acanthamoeba culbertsoni	Protists	39.972	1.000	1.000
220873	Tegillarca granosa	Metazoa	39.973	1.000	1.000
5230	Auricularia	Fungi	39.974	1.000	1.000
65811	Cyberlindnera maclurae	Fungi	39.975	1.000	1.000
76775	Malassezia restricta	Fungi	39.975	1.000	1.000
2056399	Haematococcus sp. NG2	Plants	39.976	1.000	1.000
796925	Conidiobolus coronatus NRRL 28638	Fungi	39.981	1.000	1.000
273748	Paralithodes platypus	Metazoa	39.981	1.000	1.000
6973	Blattella germanica	Metazoa	39.982	1.000	1.000
90986	Steinernema scapterisci	Metazoa	39.982	0.997	1.000
304220	Meyerozyma athensensis	Fungi	39.983	1.000	1.000
36987	Coptotermes formosanus	Metazoa	39.983	1.000	1.000
189291	Meloidogyne graminicola	Metazoa	39.984	1.000	1.000
127549	Calcidiscus leptoporus	Protists	39.984	1.000	1.000
324741	Saturnispora mendoncae	Fungi	39.985	0.996	1.000
1978547	Caenorhabditis inopinata	Metazoa	39.986	1.000	1.000
1582974	Ceratobasidium theobromae	Fungi	39.986	1.000	1.000
1287680	Neofusicoccum parvum UCRNP2	Fungi	39.986	1.000	1.000
2792	Porphyridium aerugineum	Protists	39.987	1.000	1.000
1287681	Eutypa lata UCREL1	Fungi	39.988	1.000	1.000
40382	Aspergillus ustus	Fungi	39.991	1.000	1.000
47278	Trichothecium roseum	Fungi	39.993	0.995	1.000
721885	Stereum hirsutum FP-91666 SS1	Fungi	39.995	1.000	1.000
483514	Schizosaccharomyces octosporus yFS286	Fungi	39.997	1.000	1.000
36022	Cyberlindnera fabianii	Fungi	39.997	1.000	1.000
208481	Diadegma semiclausum	Metazoa	40.000	0.963	1.000
5866	Babesia bigemina	Protists	40.000	1.000	1.000
81816	Messastrum gracile	Plants	40.000	1.000	1.000
944160	Blastocystis sp. subtype 2	Protists	40.000	1.000	1.000
2613904	Kluyveromyces sp. TMB-2019a	Fungi	40.003	1.000	1.000
1279086	[Candida] castellii CBS 4332	Fungi	40.003	1.000	1.000
58824	Plodia interpunctella	Metazoa	40.003	1.000	1.000
124412	Hypolimnas misippus	Metazoa	40.004	1.000	1.000
6087	Hydra vulgaris	Metazoa	40.005	0.990	1.000
1071383	Kazachstania naganishii CBS 8797	Fungi	40.006	1.000	1.000
559515	Hyaloperonospora arabidopsidis Emoy2	Protists	40.006	1.000	1.000
1220924	Cyphellophora europaea CBS 101466	Fungi	40.007	1.000	1.000
45600	Starmerella vaccinii	Fungi	40.007	1.000	1.000
83485	Linepithema humile	Metazoa	40.009	0.997	1.000
44386	Haemaphysalis longicornis	Metazoa	40.009	1.000	1.000
559295	Lachancea thermotolerans CBS 6340	Fungi	40.010	0.997	1.000
454130	Aspergillus calidoustus	Fungi	40.012	1.000	1.000
1317129	Pristionchus mayeri	Metazoa	40.014	0.995	1.000
128015	Platynothrus peltifer	Metazoa	40.014	1.000	1.000
220390	Bathymodiolus platifrons	Metazoa	40.014	1.000	1.000
1178016	Encephalitozoon romaleae SJ-2008	Fungi	40.015	1.000	1.000
930990	Botryobasidium botryosum FD-172 SS1	Fungi	40.018	1.000	1.000
5684	Leptomonas seymouri	Protists	40.020	1.000	1.000
708628	Erythrolobus madagascarensis	Protists	40.020	1.000	1.000
676789	Prasinoderma singulare	Plants	40.023	1.000	1.000
418985	Tropilaelaps mercedesae	Metazoa	40.023	1.000	1.000
253288	Malassezia yamatoensis	Fungi	40.024	1.000	1.000
63990	Samia ricini	Metazoa	40.026	1.000	1.000
1266666	Lachancea nothofagi CBS 11611	Fungi	40.027	1.000	1.000
36038	Barnettozyma californica	Fungi	40.028	1.000	1.000
75733	Wickerhamiella cacticola	Fungi	40.029	1.000	1.000
933388	Penicillium oxalicum 114-2	Fungi	40.029	1.000	1.000
166112	Byssoonygena ceratinophila	Fungi	40.030	0.998	1.000
2364153	Zoopage sp. CT-All	Fungi	40.030	1.000	1.000
5627	Grifola frondosa	Fungi	40.031	1.000	1.000
2492661	Diptera sp. S2_005_002R2	Metazoa	40.031	1.000	1.000
72036	Lepeophtheirus salmonis	Metazoa	40.032	1.000	1.000
87895	[Candida] gotoi	Fungi	40.032	0.998	1.000
45518	[Candida] aaseri	Fungi	40.033	1.000	1.000
432099	Kazachstania yakushimaensis	Fungi	40.035	1.000	1.000
2048520	Pleurotus ostreatoroseus	Fungi	40.035	1.000	1.000
7064	Popillia japonica	Metazoa	40.036	1.000	1.000
97972	Periconia macrospinosa	Fungi	40.036	0.998	1.000
425265	Malassezia globosa CBS 7966	Fungi	40.039	1.000	1.000
559696	Paykullia maculata	Metazoa	40.039	1.000	1.000
34357	Lipomyces kononenkoae	Fungi	40.039	0.997	1.000
1086054	Rhizoctonia solani AG-3 Rhs1AP	Fungi	40.042	1.000	1.000
5011	Taphrina deformans	Fungi	40.043	1.000	1.000
375941	Desmodesmus armatus	Plants	40.044	1.000	1.000
37433	Stichococcus bacillaris	Plants	40.044	1.000	1.000
1540922	Wallemia hederae	Fungi	40.045	1.000	1.000
