source_taxon	source_taxon_name	kingdom	avg_mapq	precision	precision_mapq_at_least_30
77046	Xylaria polymorpha	Fungi	38.613	0.998	1.000
86836	Rhodotorula kratochvilovae	Fungi	38.614	0.990	1.000
130808	[Candida] tammaniensis	Fungi	38.616	1.000	1.000
160619	Kryptoperidinium foliaceum	Protists	38.618	1.000	1.000
611791	Phytophthora palmivora var. palmivora	Protists	38.619	1.000	1.000
552665	Bigelowiella longifila	Protists	38.621	1.000	1.000
503106	Marssonina coronariae	Fungi	38.623	0.992	1.000
41062	Aspergillus leporis	Fungi	38.630	0.996	1.000
1392250	Aspergillus steynii IBT 23096	Fungi	38.631	0.990	1.000
411427	Anelosimus studiosus	Metazoa	38.634	1.000	1.000
34506	Strongyloides ratti	Metazoa	38.637	0.997	1.000
688394	Lichtheimia ramosa	Fungi	38.643	0.998	1.000
29901	Mrakia	Fungi	38.652	0.996	1.000
197673	Metschnikowia kipukae	Fungi	38.654	0.997	1.000
306901	Chaetomium globosum CBS 148.51	Fungi	38.664	0.995	1.000
535722	Nannizzia gypsea CBS 118893	Fungi	38.666	0.994	1.000
111463	Hirsutella rhossiliensis	Fungi	38.671	0.987	1.000
765257	Pisolithus microcarpus 441	Fungi	38.672	0.990	1.000
34508	Steinernema carpocapsae	Metazoa	38.681	1.000	1.000
29902	Mrakia frigida	Fungi	38.682	0.986	1.000
597456	Habropoda laboriosa	Metazoa	38.685	0.997	1.000
149392	Calonectria leucothoes	Fungi	38.685	0.996	1.000
31241	Dirofilaria repens	Metazoa	38.690	1.000	1.000
869754	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	Fungi	38.691	0.995	1.000
1423150	Raffaelea quercus-mongolicae	Fungi	38.692	0.990	1.000
51707	Yamagishiella unicocca	Plants	38.696	1.000	1.000
1238391	Auricularia cornea	Fungi	38.699	0.995	0.998
5579	Aureobasidium	Fungi	38.702	0.993	1.000
569365	Cladophialophora immunda	Fungi	38.703	0.993	1.000
80668	Pulveroboletus ravenelii	Fungi	38.704	0.980	1.000
1367422	Fonsecaea erecta	Fungi	38.705	0.994	1.000
133082	Eriosoma lanigerum	Metazoa	38.709	0.987	1.000
1837266	Lactifluus rugatus	Fungi	38.709	0.993	1.000
175648	Coniferiporia sulphurascens	Fungi	38.714	1.000	1.000
1306850	Termitomyces sp. J132	Fungi	38.714	0.996	1.000
37096	Rhodomonas	Protists	38.720	0.960	1.000
5689	Leishmania tarentolae	Protists	38.720	1.000	1.000
5554	Cutaneotrichosporon cutaneum	Fungi	38.720	0.995	1.000
7632	Eucidaris tribuloides	Metazoa	38.725	1.000	1.000
143995	Megachile rotundata	Metazoa	38.726	0.994	1.000
45464	Teladorsagia circumcincta	Metazoa	38.728	1.000	1.000
594049	Tephritis californica	Metazoa	38.729	1.000	1.000
5163	Ophiostoma ips	Fungi	38.729	0.984	1.000
5269	Ustilago	Fungi	38.737	0.947	1.000
35704	Chlamydomonas applanata	Plants	38.742	0.987	1.000
283848	Hyles vespertilio	Metazoa	38.742	1.000	1.000
139080	Baeospora myosura	Fungi	38.745	1.000	1.000
36056	Boletus edulis	Fungi	38.747	0.989	1.000
630390	Puccinia triticina 1-1 BBBD Race 1	Fungi	38.749	0.988	1.000
5490	Starmerella magnoliae	Fungi	38.753	1.000	1.000
522413	Baylisascaris schroederi	Metazoa	38.754	0.986	1.000
1379296	Chalara longipes BDJ	Fungi	38.754	0.996	1.000
141832	Pomphorhynchus laevis	Metazoa	38.754	1.000	1.000
2175962	Tricholoma sp. MG99	Fungi	38.755	0.997	1.000
6523	Lymnaea stagnalis	Metazoa	38.759	0.994	1.000
186125	Fomitopsis palustris	Fungi	38.760	0.998	1.000
1582032	Trupanea jonesi	Metazoa	38.780	1.000	1.000
37992	Xylaria hypoxylon	Fungi	38.785	0.985	1.000
132580	Verticillium nubilum	Fungi	38.787	0.987	1.000
232287	Telonema subtile	Protists	38.795	0.994	0.993
33640	Asterionellopsis glacialis	Protists	38.800	1.000	1.000
2249419	Chaetothyriales sp. CBS 132003	Fungi	38.801	0.994	1.000
87122	Rhizopogon fuscorubens	Fungi	38.807	0.978	1.000
109331	Citeromyces siamensis	Fungi	38.809	1.000	1.000
27321	Metschnikowia australis	Fungi	38.811	0.995	1.000
1754190	Neocallimastix californiae	Fungi	38.812	0.993	1.000
857276	Cryptosporidium ubiquitum	Protists	38.812	1.000	1.000
317048	Kuraishia molischiana	Fungi	38.813	1.000	1.000
573826	Candida dubliniensis CD36	Fungi	38.815	0.997	0.997
431197	Sporothrix pallida	Fungi	38.819	0.989	1.000
33412	Zerene cesonia	Metazoa	38.820	0.989	1.000
73001	Phoma herbarum	Fungi	38.825	0.992	1.000
988480	Rozella allomycis CSF55	Fungi	38.826	1.000	1.000
30025	Drosophila ficusphila	Metazoa	38.827	0.992	1.000
1754191	Piromyces finnis	Fungi	38.828	0.991	1.000
158624	Propylea japonica	Metazoa	38.837	1.000	1.000
76328	Tricholoma terreum	Fungi	38.838	1.000	1.000
1230383	Malassezia sympodialis ATCC 42132	Fungi	38.846	0.993	1.000
464990	Hemiselmis tepida	Protists	38.846	1.000	1.000
3046	Dunaliella salina	Plants	38.865	1.000	1.000
45133	Lasiodiplodia theobromae	Fungi	38.865	0.991	1.000
71966	Lactarius piperatus	Fungi	38.865	0.997	1.000
2576851	Metschnikowia sp. DKL-2019a	Fungi	38.866	0.989	1.000
85433	Hymenolepis microstoma	Metazoa	38.866	0.996	1.000
2016123	Rhynchopus humris	Protists	38.869	1.000	1.000
298420	Apocyclops royi	Metazoa	38.879	1.000	1.000
732165	Dichomitus squalens LYAD-421 SS1	Fungi	38.890	1.000	1.000
140312	Starmerella sorbosivorans	Fungi	38.892	0.996	1.000
4786	Phytophthora cryptogea	Protists	38.893	0.994	1.000
383855	Pseudocercospora fijiensis CIRAD86	Fungi	38.895	0.996	1.000
45779	Papilio glaucus	Metazoa	38.900	1.000	1.000
2249418	Chaetothyriales sp. CBS 134916	Fungi	38.907	0.992	1.000
1303197	Leishmania sp. MAR LEM2494	Protists	38.919	1.000	1.000
2544991	Nephromyces sp. ex Molgula occidentalis	Protists	38.921	1.000	1.000
73520	Metschnikowia hibisci	Fungi	38.922	0.998	1.000
46584	[Candida] oregonensis	Fungi	38.927	1.000	1.000
1540335	Yarrowia porcina	Fungi	38.928	0.995	1.000
7373	Calliphora vicina	Metazoa	38.929	1.000	1.000
73499	Lecanicillium psalliotae	Fungi	38.931	0.995	1.000
29053	Copidosoma floridanum	Metazoa	38.932	1.000	1.000
1891344	Stiretrus anchorago	Metazoa	38.933	1.000	1.000
658473	Mycena chlorophos	Fungi	38.934	1.000	1.000
27299	Debaryomyces nepalensis	Fungi	38.938	1.000	1.000
88149	Saccharina japonica	Protists	38.949	1.000	1.000
91992	Triparma pacifica	Protists	38.951	1.000	1.000
1224258	Ophiostoma novo-ulmi subsp. novo-ulmi H327	Fungi	38.954	0.998	1.000
85471	Plasmodium relictum	Protists	38.955	1.000	1.000
152963	Russula lepida	Fungi	38.955	0.998	1.000
47934	Dinophysis acuminata	Protists	38.957	1.000	1.000
1810919	Aspergillus mulundensis	Fungi	38.959	0.998	1.000
325643	Clitarchus hookeri	Metazoa	38.959	1.000	1.000
743788	Fomitopsis pinicola FP-58527 SS1	Fungi	38.960	0.998	1.000
1337056	Peterozyma xylosa	Fungi	38.963	0.998	1.000
1938954	Bifiguratus adelaidae	Fungi	38.965	1.000	1.000
1117027	Poteriospumella lacustris	Protists	38.966	1.000	1.000
707572	Calonectria pseudoreteaudii	Fungi	38.967	0.996	1.000
1485010	Pythium brassicum	Protists	38.969	0.987	1.000
113334	Melitaea cinxia	Metazoa	38.973	1.000	1.000
2486357	Chlorella sp. Dachan	Plants	38.975	0.989	0.996
52793	Radix auricularia	Metazoa	38.983	0.997	1.000
105785	Cryptotermes secundus	Metazoa	38.983	1.000	1.000
348901	Cercospora zeina	Fungi	38.984	0.994	1.000
1506549	Metschnikowia caudata	Fungi	38.987	1.000	1.000
1343157	Spathaspora arborariae UFMG-19.1A	Fungi	38.987	0.990	1.000
82516	Apiotrichum gracile	Fungi	38.989	0.994	1.000
1754192	Anaeromyces robustus	Fungi	38.990	0.990	1.000
82524	Trichosporon ovoides	Fungi	38.991	0.989	0.998
1302712	Pyrenophora seminiperda CCB06	Fungi	38.993	0.991	1.000
43984	Ambrosiozyma philentoma	Fungi	38.995	1.000	1.000
105487	Valsa mali	Fungi	38.996	0.992	1.000
1326887	Tortispora ganteri	Fungi	39.000	0.992	1.000
32595	Babesia divergens	Protists	39.000	1.000	1.000
420782	Chaetoceros dichaeta	Protists	39.000	1.000	1.000
6161	Dugesia japonica	Metazoa	39.000	1.000	1.000
578457	Serpula lacrymans var. lacrymans S7.9	Fungi	39.003	1.000	1.000
2576680	Agraulis vanillae vanillae	Metazoa	39.015	0.996	1.000
151771	Dendronephthya gigantea	Metazoa	39.019	1.000	1.000
237561	Candida albicans SC5314	Fungi	39.025	0.997	1.000
80590	Hygrophorus pudorinus	Fungi	39.033	0.997	1.000
609295	Dinoponera quadriceps	Metazoa	39.034	0.994	1.000
43265	Cordyceps javanica	Fungi	39.035	0.996	1.000
34641	Dermanyssus gallinae	Metazoa	39.038	1.000	1.000
767744	Tortispora caseinolytica NRRL Y-17796	Fungi	39.053	0.997	1.000
90262	Absidia repens	Fungi	39.054	1.000	1.000
1580844	Endoconidiophora	Fungi	39.056	0.972	1.000
280699	Cyanidioschyzon merolae strain 10D	Protists	39.056	1.000	1.000
437488	Cnaphalocrocis medinalis	Metazoa	39.059	0.997	1.000
1133968	Babesia microti strain RI	Protists	39.062	1.000	1.000
994086	Hydnomerulius pinastri MD-312	Fungi	39.064	1.000	1.000
984487	Suhomyces tanzawaensis NRRL Y-17324	Fungi	39.069	1.000	1.000
44679	Magicicada septendecim	Metazoa	39.071	0.929	1.000
680683	Amyelois transitella	Metazoa	39.075	0.996	1.000
2562446	Thermoascaceae sp. COH1141	Fungi	39.081	0.996	1.000
131340	Pallidocercospora crystallina	Fungi	39.081	0.994	1.000
7054	Photinus pyralis	Metazoa	39.084	1.000	1.000
264951	Byssochlamys spectabilis	Fungi	39.085	0.998	1.000
83487	Papilio dardanus tibullus	Metazoa	39.089	1.000	1.000
2184023	Aspergillus olivimuriae	Fungi	39.091	1.000	1.000
246006	Suhomyces emberorum	Fungi	39.102	1.000	1.000
446224	Wickerhamiella hasegawae	Fungi	39.103	1.000	1.000
216892	Hartaetosiga gracilis	Protists	39.103	1.000	1.000
7200	Lutzomyia longipalpis	Metazoa	39.103	1.000	1.000
192219	Heterocapsa arctica	Protists	39.104	0.993	1.000
150206	Metschnikowia arizonensis	Fungi	39.105	0.998	1.000
182846	Calonectria naviculata	Fungi	39.108	0.994	1.000
1447944	Gymnopus androsaceus JB14	Fungi	39.110	1.000	1.000
904902	Ambrosiozyma maleeae	Fungi	39.112	1.000	1.000
28609	Rhagoletis	Metazoa	39.112	1.000	1.000
370355	Entamoeba invadens IP1	Protists	39.112	1.000	1.000
71929	Termitomyces heimii	Fungi	39.112	0.995	1.000
437493	Euschistus heros	Metazoa	39.118	0.996	1.000
143450	Mycosphaerella arachidis	Fungi	39.122	0.998	1.000
87280	Umbilicaria muehlenbergii	Fungi	39.131	0.998	1.000
1864610	Spathaspora sp. UFMG-CM-Y6060	Fungi	39.133	0.992	1.000
1049056	Panopea generosa	Metazoa	39.135	1.000	1.000
7070	Tribolium castaneum	Metazoa	39.136	1.000	1.000
55170	Didymella	Fungi	39.140	0.997	1.000
2961	Amphidinium carterae	Protists	39.142	1.000	1.000
1367540	Nothophaeocryptopus gaeumannii CBS 267.37	Fungi	39.148	0.990	1.000
64660	Lyophyllum decastes	Fungi	39.148	0.998	1.000
1897488	Chrysina resplendens	Metazoa	39.149	1.000	1.000
166361	Onthophagus taurus	Metazoa	39.152	1.000	1.000
5152	Ophiostomataceae	Fungi	39.160	1.000	1.000
5657	Strigomonas oncopelti	Protists	39.160	1.000	1.000
1864616	Bicosta minor	Protists	39.161	1.000	1.000
221442	Coccolithus braarudii	Protists	39.162	1.000	1.000
210409	Portunus trituberculatus	Metazoa	39.163	1.000	1.000
40348	Strongylus vulgaris	Metazoa	39.167	1.000	1.000
2448451	Nomia melanderi	Metazoa	39.168	1.000	1.000
199890	Anopheles epiroticus	Metazoa	39.168	0.993	1.000
374766	Tylopilus plumbeoviolaceoides	Fungi	39.168	0.997	1.000
105696	Epicoccum nigrum	Fungi	39.169	0.996	1.000
190371	Macrolepiota dolichaula	Fungi	39.169	1.000	1.000
1006466	Kazachstania bromeliacearum	Fungi	39.171	1.000	1.000
6958	Euroglyphus maynei	Metazoa	39.176	1.000	1.000
57138	Calonectria	Fungi	39.178	0.991	1.000
339724	Histoplasma capsulatum NAm1	Fungi	39.178	0.998	1.000
1448321	Aspergillus heteromorphus CBS 117.55	Fungi	39.182	0.994	1.000
1443074	Hanseniaspora nectarophila	Fungi	39.183	0.996	1.000
985148	Zymoseptoria passerinii SP63	Fungi	39.185	1.000	1.000
5643	Trametes cinnabarina	Fungi	39.189	0.998	1.000
87257	Evernia prunastri	Fungi	39.192	0.994	1.000
870435	Pisolithus tinctorius Marx 270	Fungi	39.192	1.000	1.000
45558	Hyphopichia homilentoma	Fungi	39.194	1.000	1.000
56777	Trichomonas gallinae	Protists	39.195	1.000	1.000
1348612	Diversispora epigaea	Fungi	39.196	1.000	1.000
2175971	Collybia sp. MG36	Fungi	39.197	1.000	1.000
983644	Cordyceps militaris CM01	Fungi	39.201	0.995	1.000
49012	Sporisorium scitamineum	Fungi	39.205	0.996	1.000
1450537	Aspergillus homomorphus CBS 101889	Fungi	39.206	0.996	1.000
328473	Colletotrichum sansevieriae	Fungi	39.208	0.998	1.000
50376	Venturia effusa	Fungi	39.208	0.998	1.000
1938904	Colletotrichum sp. JS-367	Fungi	39.209	0.998	1.000
911162	Ophiocordyceps sinensis CO18	Fungi	39.211	1.000	1.000
6257	Parascaris univalens	Metazoa	39.212	0.994	1.000
341454	Ascodesmis nigricans	Fungi	39.213	1.000	1.000
35128	Thalassiosira pseudonana	Protists	39.214	1.000	1.000
29031	Phlebotomus papatasi	Metazoa	39.215	1.000	1.000
6656	Arthropoda	Metazoa	39.222	1.000	1.000
1016849	Exophiala sideris	Fungi	39.224	1.000	1.000
479094	Yarrowia hollandica	Fungi	39.226	0.995	1.000
81531	Choanoeca perplexa	Protists	39.226	1.000	1.000
269621	Microbotryum intermedium	Fungi	39.227	0.998	1.000
43970	Nadsonia starkeyi-henricii	Fungi	39.229	0.998	1.000
548553	Zanna intricata	Metazoa	39.229	1.000	1.000
3055	Chlamydomonas reinhardtii	Plants	39.230	0.989	1.000
97331	Arthrobotrys flagrans	Fungi	39.235	0.996	1.000
104259	Penicillium brasilianum	Fungi	39.236	0.990	0.998
1381934	Malassezia caprae	Fungi	39.240	0.993	1.000
68888	Trichuris suis	Metazoa	39.243	0.996	1.000
112178	Arthrinium phaeospermum	Fungi	39.245	0.995	1.000
2512241	Xylaria flabelliformis	Fungi	39.245	0.992	1.000
590646	Yamadazyma tenuis ATCC 10573	Fungi	39.249	1.000	1.000
756982	Arthrobotrys oligospora ATCC 24927	Fungi	39.249	0.995	1.000
325452	Phytophthora kernoviae	Protists	39.250	0.991	1.000
2249417	Chaetothyriales sp. CBS 134920	Fungi	39.252	0.998	1.000
45502	Priceomyces haplophilus	Fungi	39.253	1.000	1.000
945030	Digenea simplex	Protists	39.254	1.000	1.000
703135	Amanita thiersii Skay4041	Fungi	39.254	1.000	1.000
1003336	Strigomonas galati	Protists	39.255	1.000	1.000
486640	Odontomachus brunneus	Metazoa	39.258	1.000	1.000
50263	Ogataea kodamae	Fungi	39.260	1.000	1.000
56406	Hanseniaspora guilliermondii	Fungi	39.261	0.996	1.000
305493	Eucheuma denticulatum	Protists	39.262	1.000	1.000
76206	Graphium doson	Metazoa	39.270	0.973	1.000
1440115	Paralagenidium karlingii	Protists	39.273	1.000	1.000
53487	Ambrosiozyma ambrosiae	Fungi	39.274	1.000	1.000
1182545	Exophiala aquamarina CBS 119918	Fungi	39.277	1.000	1.000
312236	Tipula oleracea	Metazoa	39.279	1.000	1.000
195883	Laodelphax striatellus	Metazoa	39.280	0.997	1.000
1051890	Terfezia boudieri ATCC MYA-4762	Fungi	39.286	1.000	1.000
248742	Coccomyxa subellipsoidea	Plants	39.287	1.000	1.000
56409	Hanseniaspora vineae	Fungi	39.287	1.000	1.000
1314782	Neolentinus lepideus HHB14362 ss-1	Fungi	39.292	1.000	1.000
2017508	Russula aff. compacta	Fungi	39.297	0.997	1.000
48498	Orbicella faveolata	Metazoa	39.298	1.000	1.000
1414448	Talaromyces funiculosus NCIM1228	Fungi	39.300	1.000	1.000
4944	Saccharomycopsis fibuligera	Fungi	39.301	1.000	1.000
2304319	Phaeosphaeria sp. H6.2b	Fungi	39.306	0.996	1.000
37001	Glossina brevipalpis	Metazoa	39.309	0.997	1.000
431200	Hawksworthiomyces lignivorus	Fungi	39.310	0.993	1.000
1736112	Platysulcus tardus	Protists	39.314	1.000	1.000
473813	Salpingoeca urceolata	Protists	39.314	1.000	1.000
948313	Malassezia cuniculi	Fungi	39.315	1.000	1.000
418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	Fungi	39.315	1.000	1.000
575411	Prototheca cutis	Plants	39.316	1.000	1.000
6326	Bursaphelenchus xylophilus	Metazoa	39.316	1.000	1.000
145522	Nannochloropsis oceanica	Protists	39.318	0.970	1.000
743113	Amphirosellinia nigrospora	Fungi	39.320	0.997	1.000
1424426	Lanzia echinophila	Fungi	39.320	1.000	1.000
498019	[Candida] auris	Fungi	39.322	1.000	1.000
2016387	Ramaria cf. rubripermanens	Fungi	39.323	1.000	1.000
2484740	Aspergillus sp. SS-2018a	Fungi	39.324	1.000	1.000
284811	Eremothecium gossypii ATCC 10895	Fungi	39.325	1.000	1.000
574774	Glonium stellatum	Fungi	39.329	0.998	1.000
215587	Aplanochytrium stocchinoi	Protists	39.330	1.000	1.000
2036197	Raffaelea sp. RL272	Fungi	39.330	0.983	1.000
6147	Chrysaora	Metazoa	39.333	1.000	1.000
29029	Drosophila eugracilis	Metazoa	39.338	0.995	1.000
56417	Metschnikowia agaves	Fungi	39.338	1.000	1.000
1051891	Tulasnella calospora MUT 4182	Fungi	39.341	1.000	1.000
108607	Mastigamoeba balamuthi	Protists	39.347	1.000	1.000
506608	Cinara cedri	Metazoa	39.348	0.997	1.000
5480	Candida parapsilosis	Fungi	39.350	1.000	1.000
2017516	Lactarius echinatus	Fungi	39.354	1.000	1.000
1314790	Basidiobolus meristosporus CBS 931.73	Fungi	39.357	1.000	1.000
1169540	Vitrella brassicaformis CCMP3155	Protists	39.357	1.000	1.000
139825	Sparassis crispa	Fungi	39.357	1.000	1.000
49980	Climacostomum virens	Protists	39.364	1.000	1.000
105713	Apiotrichum veenhuisii	Fungi	39.368	0.998	1.000
1043004	Aureobasidium namibiae CBS 147.97	Fungi	39.373	0.991	1.000
5961	Blepharisma japonicum	Protists	39.375	1.000	1.000
140453	Beroe forskalii	Metazoa	39.378	1.000	1.000
93625	Psilocybe cyanescens	Fungi	39.378	1.000	1.000
1230097	Cytospora leucostoma	Fungi	39.380	0.998	1.000
689838	Hanseniaspora thailandica	Fungi	39.385	0.996	1.000
28014	Diaphanoeca grandis	Protists	39.388	1.000	1.000
438502	Campodea augens	Metazoa	39.389	1.000	1.000
71784	Naematelia encephala	Fungi	39.389	1.000	1.000
537810	Kuraishia ogatae	Fungi	39.391	1.000	1.000
2175970	Ramaria sp. MG151	Fungi	39.391	1.000	1.000
1344416	Gonapodya prolifera JEL478	Fungi	39.394	1.000	1.000
147334	Suhomyces canberraensis	Fungi	39.394	1.000	1.000
75734	Wickerhamiella occidentalis	Fungi	39.394	1.000	1.000
88271	Picocystis salinarum	Plants	39.396	1.000	1.000
307937	Dactylonectria macrodidyma	Fungi	39.398	0.996	1.000
1280837	Meira miltonrushii	Fungi	39.398	1.000	1.000
576137	Phialocephala subalpina	Fungi	39.399	1.000	1.000
159749	Thalassiosira oceanica	Protists	39.403	1.000	1.000
1200839	Stagonosporopsis tanaceti	Fungi	39.405	0.990	1.000
358040	Pristionchus entomophagus	Metazoa	39.406	0.996	1.000
3078	Auxenochlorella pyrenoidosa	Plants	39.407	0.983	1.000
271357	[Candida] gorgasii	Fungi	39.409	1.000	1.000
334123	Phaeotremella fagi	Fungi	39.410	1.000	1.000
1642459	Phytophthora agathidicida	Protists	39.411	0.995	1.000
53488	Torulaspora franciscae	Fungi	39.411	1.000	1.000
2608996	Trebouxia sp. A1-2	Plants	39.412	1.000	1.000
1105092	Apiotrichum gamsii	Fungi	39.421	0.998	1.000
45132	Botryosphaeria	Fungi	39.423	1.000	1.000
1195775	Clarireedia homoeocarpa LT30	Fungi	39.423	1.000	1.000
361096	Speleostelium caveatum	Protists	39.428	1.000	1.000
76712	Zaprionus indianus	Metazoa	39.430	0.996	1.000
292309	Listronotus bonariensis	Metazoa	39.430	1.000	1.000
110526	Kretzschmaria deusta	Fungi	39.433	0.991	1.000
41875	Bathycoccus prasinos	Plants	39.433	0.996	1.000
68746	Stropharia rugosoannulata	Fungi	39.433	1.000	1.000
2301260	Caenorhabditis becei	Metazoa	39.434	1.000	1.000
265584	Stauroneis constricta	Protists	39.436	1.000	1.000
3068	Volvox carteri f. nagariensis	Plants	39.439	0.996	1.000
71782	Holtermannia corniformis	Fungi	39.439	1.000	1.000
129524	Cordyceps pruinosa	Fungi	39.440	0.998	1.000
45788	Wickerhamiella domercqiae	Fungi	39.441	1.000	1.000
490887	Raffaelea sulphurea	Fungi	39.443	0.995	1.000
273928	Trypoxylus dichotomus	Metazoa	39.444	0.997	1.000
115081	Megalopta genalis	Metazoa	39.444	1.000	1.000
6145	Aurelia aurita	Metazoa	39.446	0.996	1.000
1485229	Cadophora sp. DSE1049	Fungi	39.447	1.000	1.000
35725	Macrophomina phaseolina	Fungi	39.448	0.993	1.000
1448320	Aspergillus ellipticus CBS 707.79	Fungi	39.449	0.998	1.000
133383	Smittium mucronatum	Fungi	39.449	1.000	1.000
64517	Rhizophlyctis rosea	Fungi	39.452	1.000	1.000
1223555	Pythium aphanidermatum DAOM BR444	Protists	39.452	1.000	1.000
1182541	Capronia coronata CBS 617.96	Fungi	39.452	1.000	1.000
233186	Cryptomonas curvata	Protists	39.453	1.000	1.000
610380	Harpegnathos saltator	Metazoa	39.454	0.997	1.000
87111	Aplanochytrium kerguelense	Protists	39.455	1.000	1.000
1634538	Pseudonectria foliicola	Fungi	39.458	0.995	1.000
2006384	Escovopsis sp. TC	Fungi	39.460	1.000	1.000
27294	Kazachstania unispora	Fungi	39.460	0.994	1.000
68827	Geosmithia putterillii	Fungi	39.462	0.989	1.000
1111081	Scheffersomyces lignosus	Fungi	39.463	0.998	1.000
1577614	Condylostylus patibulatus	Metazoa	39.463	1.000	1.000
91928	Exophiala spinifera	Fungi	39.464	1.000	1.000
88501	Lasioglossum albipes	Metazoa	39.464	0.997	1.000
1962788	Aenictocupidus jacobsonorum	Metazoa	39.465	1.000	1.000
43075	Trichomonas tenax	Protists	39.466	1.000	1.000
74404	Kazachstania martiniae	Fungi	39.469	0.997	1.000
1291152	Phymanthus crucifer	Metazoa	39.470	1.000	1.000
2487776	Rhinocypha anisoptera	Metazoa	39.473	0.996	1.000
355587	Nesidiocoris tenuis	Metazoa	39.476	1.000	1.000
1837245	Lactifluus hygrophoroides	Fungi	39.477	0.994	1.000
432100	Kazachstania turicensis	Fungi	39.479	1.000	1.000
94630	Semibalanus balanoides	Metazoa	39.480	0.995	1.000
183589	Pseudo-nitzschia multistriata	Protists	39.480	1.000	1.000
82513	Apiotrichum brassicae	Fungi	39.481	0.995	1.000
1053252	Pseudonectria buxi	Fungi	39.485	0.998	1.000
7725	Styela clava	Metazoa	39.493	1.000	1.000
143950	Sipha flava	Metazoa	39.497	0.990	1.000
56408	Hanseniaspora osmophila	Fungi	39.497	0.997	1.000
105984	Apiotrichum porosum	Fungi	39.499	1.000	1.000
45589	Scheffersomyces shehatae	Fungi	39.499	0.998	1.000
1223558	Pythium iwayamai DAOM BR242034	Protists	39.500	0.994	1.000
1314807	Dendrothele bispora CBS 962.96	Fungi	39.500	1.000	1.000
931557	Ericerus pela	Metazoa	39.500	1.000	1.000
948595	Vavraia culicis subsp. floridensis	Fungi	39.500	1.000	1.000
112131	Chalaropsis thielavioides	Fungi	39.501	1.000	1.000
5467	Colletotrichum truncatum	Fungi	39.503	0.996	1.000
1274794	Saksenaea vasiformis B4078	Fungi	39.504	0.997	1.000
27311	Cephaloascus fragrans	Fungi	39.508	1.000	1.000
100367	Leptographium procerum	Fungi	39.510	0.997	1.000
1116209	Cladosporium phlei	Fungi	39.510	1.000	1.000
44452	Pavlova gyrans	Protists	39.512	1.000	1.000
265564	Thalassiosira punctigera	Protists	39.512	1.000	1.000
306582	Trametes sp. AH28-2	Fungi	39.512	0.994	1.000
1450539	Aspergillus saccharolyticus JOP 1030-1	Fungi	39.512	0.998	1.000
717982	Auricularia subglabra TFB-10046 SS5	Fungi	39.514	0.993	1.000
2015173	Ooceraea biroi	Metazoa	39.515	1.000	1.000
5440	Cystobasidiopsis lactophilus	Fungi	39.516	1.000	1.000
1036761	Claviceps fusiformis PRL 1980	Fungi	39.521	0.998	1.000
741276	Rhodotorula taiwanensis	Fungi	39.523	1.000	1.000
69788	Penicillium sclerotiorum	Fungi	39.525	1.000	1.000
2786	Porphyra umbilicalis	Protists	39.528	1.000	1.000
575412	Acanthoscurria geniculata	Metazoa	39.529	1.000	1.000
7536	Oncopeltus fasciatus	Metazoa	39.530	1.000	1.000
53645	Barnettozyma populi	Fungi	39.534	0.998	1.000
27297	Debaryomyces maramus	Fungi	39.534	1.000	1.000
2004951	Cordyceps sp. RAO-2017	Fungi	39.534	1.000	1.000
1561998	Caenorhabditis tropicalis	Metazoa	39.535	1.000	1.000
119497	Exanthemachrysis gayraliae	Protists	39.537	1.000	1.000
559131	Cryptolaemus montrouzieri	Metazoa	39.540	1.000	1.000
1964301	Lecanicillium sp. MT-2017a	Fungi	39.541	1.000	1.000
91930	Coniochaeta hoffmannii	Fungi	39.542	0.995	1.000
45561	Teunomyces kruisii	Fungi	39.543	1.000	1.000
131310	Parastrongyloides trichosuri	Metazoa	39.543	1.000	1.000
167371	Phellinidium pouzarii	Fungi	39.545	1.000	1.000
136037	Zootermopsis nevadensis	Metazoa	39.545	0.997	1.000
34739	Antheraea mylitta	Metazoa	39.547	1.000	1.000
5417	Vanrija humicola	Fungi	39.548	0.997	1.000
2605704	Alphamonas edax	Protists	39.548	1.000	1.000
4957	Zygosaccharomyces bisporus	Fungi	39.549	1.000	1.000
2558925	Cecropterus lyciades	Metazoa	39.549	0.997	1.000
1003335	Kluyveromyces marxianus DMKU3-1042	Fungi	39.551	1.000	1.000
944289	Gymnopus luxurians FD-317 M1	Fungi	39.561	1.000	1.000
7370	Musca domestica	Metazoa	39.563	1.000	1.000
1577618	Sarcophagidae sp. BV-2014	Metazoa	39.567	1.000	1.000
1735745	Stramenopiles sp. TOSAG23-3	Protists	39.570	1.000	1.000
98310	Sinonovacula constricta	Metazoa	39.573	1.000	1.000
935657	Colletes gigas	Metazoa	39.574	0.994	1.000
2081634	Phoma sp. XZ068	Fungi	39.578	0.991	1.000
284592	Debaryomyces hansenii CBS767	Fungi	39.583	0.998	1.000
101297	Conus consors	Metazoa	39.585	0.962	0.980
138285	Aspergillus coremiiformis	Fungi	39.587	0.998	1.000
13233	Pseudococcus longispinus	Metazoa	39.588	1.000	1.000
116153	Aethina tumida	Metazoa	39.589	1.000	1.000
44056	Aureococcus anophagefferens	Protists	39.594	1.000	1.000
